Station,Stn No.,Type,Parameter,TS Name,TS ID,From,To
Snow - Innisville,MVCA40,SD,"Snow, Depth",143.Sample 04,55002042,2018-12-17 14:15,2023-03-30 9:39
Snow - Kinburn,MVCA41,SD,"Snow, Depth",143.Sample 04,55022042,2018-12-17 11:07,2023-03-30 8:18
Snow - Lavant,MVCA42,SD,"Snow, Depth",143.Sample 04,55042042,2018-12-17 13:32,2023-03-30 11:51
Snow - Maberley,MVCA43,SD,"Snow, Depth",143.Sample 04,55062042,2018-12-17 9:36,2023-04-12 6:32
Snow - Mackavoy Lake,MVCA44,SD,"Snow, Depth",143.Sample 04,55082042,2018-12-17 12:48,2023-04-12 10:42
Snow - Snow Road,MVCA45,SD,"Snow, Depth",143.Sample 04,55102042,2018-12-17 12:46,2023-03-30 11:12
Snow - Stittsville,MVCA46,SD,"Snow, Depth",143.Sample 04,55122042,2018-12-17 13:23,2023-03-30 8:55
Snow - High Falls,MVCA47,SD,"Snow, Depth",143.Sample 04,55142042,2018-12-17 10:45,2023-03-30 10:45
Snow - Blakeney,MVCA32,SD,"Snow, Depth",144.Sample 05,54556042,2015-03-30 9:10,2023-03-30 7:41
Snow - Ardoch,MVCA31,SD,"Snow, Depth",144.Sample 05,54843042,2018-12-17 11:05,2023-03-30 8:16
Snow - Bon Echo,MVCA33,SD,"Snow, Depth",144.Sample 05,54863042,2018-12-17 12:04,2023-03-30 9:03
Snow - Brightside01,MVCA34,SD,"Snow, Depth",144.Sample 05,54883042,2018-12-17 16:32,2023-04-12 9:58
Snow - Brightside02,MVCA35,SD,"Snow, Depth",144.Sample 05,54903042,,
Snow - Buckshot Lake,MVCA36,SD,"Snow, Depth",144.Sample 05,54923042,2018-12-17 13:33,2023-04-12 8:22
Snow - Canonto Lake,MVCA37,SD,"Snow, Depth",144.Sample 05,54943042,2018-12-17 14:47,2023-03-30 10:54
Snow - Fallbrook,MVCA38,SD,"Snow, Depth",144.Sample 05,54963042,2018-12-17 11:57,2023-03-30 10:13
Snow - Gordon Rapids,MVCA39,SD,"Snow, Depth",144.Sample 05,54983042,2018-12-17 15:59,2023-04-12 9:38
Snow - Innisville,MVCA40,SD,"Snow, Depth",144.Sample 05,55003042,2018-12-17 14:15,2023-03-30 9:39
Snow - Kinburn,MVCA41,SD,"Snow, Depth",144.Sample 05,55023042,2018-12-17 11:07,2023-03-30 8:18
Snow - Lavant,MVCA42,SD,"Snow, Depth",144.Sample 05,55043042,2018-12-17 13:32,2023-03-30 11:51
Snow - Maberley,MVCA43,SD,"Snow, Depth",144.Sample 05,55063042,2018-12-17 9:36,2023-04-12 6:32
Snow - Mackavoy Lake,MVCA44,SD,"Snow, Depth",144.Sample 05,55083042,2018-12-17 12:48,2023-04-12 10:42
Snow - Snow Road,MVCA45,SD,"Snow, Depth",144.Sample 05,55103042,2018-12-17 12:46,2023-03-30 11:12
Snow - Stittsville,MVCA46,SD,"Snow, Depth",144.Sample 05,55123042,2018-12-17 13:23,2023-03-30 8:55
Snow - High Falls,MVCA47,SD,"Snow, Depth",144.Sample 05,55143042,2018-12-17 10:45,2023-03-30 10:45
Snow - Blakeney,MVCA32,SD,"Snow, Depth",145.Sample 06,54557042,2015-03-30 9:10,2023-03-30 7:41
Snow - Ardoch,MVCA31,SD,"Snow, Depth",145.Sample 06,54844042,2018-12-17 11:05,2023-03-30 8:16
Snow - Bon Echo,MVCA33,SD,"Snow, Depth",145.Sample 06,54864042,2018-12-17 12:04,2023-03-30 9:03
Snow - Brightside01,MVCA34,SD,"Snow, Depth",145.Sample 06,54884042,2018-12-17 16:32,2023-04-12 9:58
Snow - Brightside02,MVCA35,SD,"Snow, Depth",145.Sample 06,54904042,,
Snow - Buckshot Lake,MVCA36,SD,"Snow, Depth",145.Sample 06,54924042,2018-12-17 13:33,2023-04-12 8:22
Snow - Canonto Lake,MVCA37,SD,"Snow, Depth",145.Sample 06,54944042,2018-12-17 14:47,2023-03-30 10:54
Snow - Fallbrook,MVCA38,SD,"Snow, Depth",145.Sample 06,54964042,2018-12-17 11:57,2023-03-30 10:13
Snow - Gordon Rapids,MVCA39,SD,"Snow, Depth",145.Sample 06,54984042,2018-12-17 15:59,2023-04-12 9:38
Snow - Innisville,MVCA40,SD,"Snow, Depth",145.Sample 06,55004042,2018-12-17 14:15,2023-03-30 9:39
Snow - Kinburn,MVCA41,SD,"Snow, Depth",145.Sample 06,55024042,2018-12-17 11:07,2023-03-30 8:18
Snow - Lavant,MVCA42,SD,"Snow, Depth",145.Sample 06,55044042,2018-12-17 13:32,2023-03-30 11:51
Snow - Maberley,MVCA43,SD,"Snow, Depth",145.Sample 06,55064042,2018-12-17 9:36,2023-04-12 6:32
Snow - Mackavoy Lake,MVCA44,SD,"Snow, Depth",145.Sample 06,55084042,2018-12-17 12:48,2023-04-12 10:42
Snow - Snow Road,MVCA45,SD,"Snow, Depth",145.Sample 06,55104042,2018-12-17 12:46,2023-03-30 11:12
Snow - Stittsville,MVCA46,SD,"Snow, Depth",145.Sample 06,55124042,2018-12-17 13:23,2023-03-30 8:55
Snow - High Falls,MVCA47,SD,"Snow, Depth",145.Sample 06,55144042,2018-12-17 10:45,2023-03-30 10:45
Snow - Blakeney,MVCA32,SD,"Snow, Depth",146.Sample 07,54558042,2015-03-30 9:10,2023-03-30 7:41
Snow - Ardoch,MVCA31,SD,"Snow, Depth",146.Sample 07,54845042,2018-12-17 11:05,2023-03-30 8:16
Snow - Bon Echo,MVCA33,SD,"Snow, Depth",146.Sample 07,54865042,2018-12-17 12:04,2023-03-30 9:03
Snow - Brightside01,MVCA34,SD,"Snow, Depth",146.Sample 07,54885042,2018-12-17 16:32,2023-04-12 9:58
Snow - Brightside02,MVCA35,SD,"Snow, Depth",146.Sample 07,54905042,,
Snow - Buckshot Lake,MVCA36,SD,"Snow, Depth",146.Sample 07,54925042,2018-12-17 13:33,2023-04-12 8:22
Snow - Canonto Lake,MVCA37,SD,"Snow, Depth",146.Sample 07,54945042,2018-12-17 14:47,2023-03-30 10:54
Snow - Fallbrook,MVCA38,SD,"Snow, Depth",146.Sample 07,54965042,2018-12-17 11:57,2023-03-30 10:13
Snow - Gordon Rapids,MVCA39,SD,"Snow, Depth",146.Sample 07,54985042,2018-12-17 15:59,2023-04-12 9:38
Snow - Innisville,MVCA40,SD,"Snow, Depth",146.Sample 07,55005042,2018-12-17 14:15,2023-03-30 9:39
Snow - Kinburn,MVCA41,SD,"Snow, Depth",146.Sample 07,55025042,2018-12-17 11:07,2023-03-30 8:18
Snow - Lavant,MVCA42,SD,"Snow, Depth",146.Sample 07,55045042,2018-12-17 13:32,2023-03-30 11:51
Snow - Maberley,MVCA43,SD,"Snow, Depth",146.Sample 07,55065042,2018-12-17 9:36,2023-04-12 6:32
Snow - Mackavoy Lake,MVCA44,SD,"Snow, Depth",146.Sample 07,55085042,2018-12-17 12:48,2023-04-12 10:42
Snow - Snow Road,MVCA45,SD,"Snow, Depth",146.Sample 07,55105042,2018-12-17 12:46,2023-03-30 11:12
Snow - Stittsville,MVCA46,SD,"Snow, Depth",146.Sample 07,55125042,2018-12-17 13:23,2023-03-30 8:55
Snow - High Falls,MVCA47,SD,"Snow, Depth",146.Sample 07,55145042,2018-12-17 10:45,2023-03-30 10:45
Snow - Blakeney,MVCA32,SD,"Snow, Depth",147.Sample 08,54559042,2015-03-30 9:10,2023-03-30 7:41
Snow - Ardoch,MVCA31,SD,"Snow, Depth",147.Sample 08,54846042,2018-12-17 11:05,2023-03-30 8:16
Snow - Bon Echo,MVCA33,SD,"Snow, Depth",147.Sample 08,54866042,2018-12-17 12:04,2023-03-30 9:03
Snow - Brightside01,MVCA34,SD,"Snow, Depth",147.Sample 08,54886042,2018-12-17 16:32,2023-04-12 9:58
Snow - Brightside02,MVCA35,SD,"Snow, Depth",147.Sample 08,54906042,,
Snow - Buckshot Lake,MVCA36,SD,"Snow, Depth",147.Sample 08,54926042,2018-12-17 13:33,2023-04-12 8:22
Snow - Canonto Lake,MVCA37,SD,"Snow, Depth",147.Sample 08,54946042,2018-12-17 14:47,2023-03-30 10:54
Snow - Fallbrook,MVCA38,SD,"Snow, Depth",147.Sample 08,54966042,2018-12-17 11:57,2023-03-30 10:13
Snow - Gordon Rapids,MVCA39,SD,"Snow, Depth",147.Sample 08,54986042,2018-12-17 15:59,2023-04-12 9:38
Snow - Innisville,MVCA40,SD,"Snow, Depth",147.Sample 08,55006042,2018-12-17 14:15,2023-03-30 9:39
Snow - Kinburn,MVCA41,SD,"Snow, Depth",147.Sample 08,55026042,2018-12-17 11:07,2023-03-30 8:18
Snow - Lavant,MVCA42,SD,"Snow, Depth",147.Sample 08,55046042,2018-12-17 13:32,2023-03-30 11:51
Snow - Maberley,MVCA43,SD,"Snow, Depth",147.Sample 08,55066042,2018-12-17 9:36,2023-04-12 6:32
Snow - Mackavoy Lake,MVCA44,SD,"Snow, Depth",147.Sample 08,55086042,2018-12-17 12:48,2023-04-12 10:42
Snow - Snow Road,MVCA45,SD,"Snow, Depth",147.Sample 08,55106042,2018-12-17 12:46,2023-03-30 11:12
Snow - Stittsville,MVCA46,SD,"Snow, Depth",147.Sample 08,55126042,2018-12-17 13:23,2023-03-30 8:55
Snow - High Falls,MVCA47,SD,"Snow, Depth",147.Sample 08,55146042,2018-12-17 10:45,2023-03-30 10:45
Snow - Blakeney,MVCA32,SD,"Snow, Depth",148.Sample 09,54560042,2015-03-30 9:10,2023-03-30 7:41
Snow - Bon Echo,MVCA33,SD,"Snow, Depth",148.Sample 09,54867042,2018-12-17 12:04,2023-03-30 9:03
Snow - Brightside01,MVCA34,SD,"Snow, Depth",148.Sample 09,54887042,2018-12-17 16:32,2023-04-12 9:58
Snow - Brightside02,MVCA35,SD,"Snow, Depth",148.Sample 09,54907042,,
Snow - Buckshot Lake,MVCA36,SD,"Snow, Depth",148.Sample 09,54927042,2018-12-17 13:33,2023-04-12 8:22
Snow - Canonto Lake,MVCA37,SD,"Snow, Depth",148.Sample 09,54947042,2018-12-17 14:47,2023-03-30 10:54
Snow - Fallbrook,MVCA38,SD,"Snow, Depth",148.Sample 09,54967042,2018-12-17 11:57,2023-03-30 10:13
Snow - Gordon Rapids,MVCA39,SD,"Snow, Depth",148.Sample 09,54987042,2018-12-17 15:59,2023-04-12 9:38
Snow - Innisville,MVCA40,SD,"Snow, Depth",148.Sample 09,55007042,2018-12-17 14:15,2023-03-30 9:39
Snow - Kinburn,MVCA41,SD,"Snow, Depth",148.Sample 09,55027042,2018-12-17 11:07,2023-03-30 8:18
Snow - Lavant,MVCA42,SD,"Snow, Depth",148.Sample 09,55047042,2018-12-17 13:32,2023-03-30 11:51
Snow - Maberley,MVCA43,SD,"Snow, Depth",148.Sample 09,55067042,2018-12-17 9:36,2023-04-12 6:32
Snow - Mackavoy Lake,MVCA44,SD,"Snow, Depth",148.Sample 09,55087042,2018-12-17 12:48,2023-04-12 10:42
Snow - Snow Road,MVCA45,SD,"Snow, Depth",148.Sample 09,55107042,2018-12-17 12:46,2023-03-30 11:12
Snow - Stittsville,MVCA46,SD,"Snow, Depth",148.Sample 09,55127042,2018-12-17 13:23,2023-03-30 8:55
Snow - High Falls,MVCA47,SD,"Snow, Depth",148.Sample 09,55147042,2018-12-17 10:45,2023-03-30 10:45
Snow - Blakeney,MVCA32,SD,"Snow, Depth",149.Sample 10,54561042,2015-03-30 9:10,2023-03-30 7:41
Snow - Bon Echo,MVCA33,SD,"Snow, Depth",149.Sample 10,54868042,2018-12-17 12:04,2023-03-30 9:03
Snow - Brightside01,MVCA34,SD,"Snow, Depth",149.Sample 10,54888042,2018-12-17 16:32,2023-04-12 9:58
Snow - Brightside02,MVCA35,SD,"Snow, Depth",149.Sample 10,54908042,,
Snow - Buckshot Lake,MVCA36,SD,"Snow, Depth",149.Sample 10,54928042,2018-12-17 13:33,2023-04-12 8:22
Snow - Canonto Lake,MVCA37,SD,"Snow, Depth",149.Sample 10,54948042,2018-12-17 14:47,2023-03-30 10:54
Snow - Fallbrook,MVCA38,SD,"Snow, Depth",149.Sample 10,54968042,2018-12-17 11:57,2023-03-30 10:13
Snow - Gordon Rapids,MVCA39,SD,"Snow, Depth",149.Sample 10,54988042,2018-12-17 15:59,2023-04-12 9:38
Snow - Innisville,MVCA40,SD,"Snow, Depth",149.Sample 10,55008042,2018-12-17 14:15,2023-03-30 9:39
Snow - Kinburn,MVCA41,SD,"Snow, Depth",149.Sample 10,55028042,2018-12-17 11:07,2023-03-30 8:18
Snow - Lavant,MVCA42,SD,"Snow, Depth",149.Sample 10,55048042,2018-12-17 13:32,2023-03-30 11:51
Snow - Maberley,MVCA43,SD,"Snow, Depth",149.Sample 10,55068042,2018-12-17 9:36,2023-04-12 6:32
Snow - Mackavoy Lake,MVCA44,SD,"Snow, Depth",149.Sample 10,55088042,2018-12-17 12:48,2023-04-12 10:42
Snow - Snow Road,MVCA45,SD,"Snow, Depth",149.Sample 10,55108042,2018-12-17 12:46,2023-03-30 11:12
Snow - Stittsville,MVCA46,SD,"Snow, Depth",149.Sample 10,55128042,2018-12-17 13:23,2023-03-30 8:55
Snow - High Falls,MVCA47,SD,"Snow, Depth",149.Sample 10,55148042,2018-12-17 10:45,2023-03-30 10:45
Snow - Ardoch,MVCA31,SM,Snow Mass,101.Original,54741042,2018-12-17 11:05,2023-04-12 7:11
Snow - Blakeney,MVCA32,SM,Snow Mass,101.Original,54745042,2018-12-17 10:08,2023-03-30 7:41
Snow - Bon Echo,MVCA33,SM,Snow Mass,101.Original,54750042,2018-12-17 12:04,2023-03-30 9:03
Snow - Brightside01,MVCA34,SM,Snow Mass,101.Original,54756042,2018-12-17 16:32,2023-04-12 9:58
Snow - Brightside02,MVCA35,SM,Snow Mass,101.Original,54762042,,
Snow - Buckshot Lake,MVCA36,SM,Snow Mass,101.Original,54768042,2018-12-17 13:33,2023-04-12 8:22
Snow - Canonto Lake,MVCA37,SM,Snow Mass,101.Original,54774042,2018-12-17 14:47,2023-04-12 9:00
Snow - Fallbrook,MVCA38,SM,Snow Mass,101.Original,54780042,2018-12-17 11:57,2023-03-30 10:13
Snow - Gordon Rapids,MVCA39,SM,Snow Mass,101.Original,54786042,2018-12-17 15:59,2023-04-12 9:38
Snow - Innisville,MVCA40,SM,Snow Mass,101.Original,54792042,2018-12-17 14:15,2023-04-12 5:57
Snow - Kinburn,MVCA41,SM,Snow Mass,101.Original,54798042,2018-12-17 11:07,2023-03-30 8:18
Snow - Lavant,MVCA42,SM,Snow Mass,101.Original,54804042,2018-12-17 13:32,2023-04-12 9:17
Snow - Maberley,MVCA43,SM,Snow Mass,101.Original,54810042,2018-12-17 9:36,2023-04-12 6:32
Snow - Mackavoy Lake,MVCA44,SM,Snow Mass,101.Original,54816042,2018-12-17 12:48,2023-04-12 10:42
Snow - Snow Road,MVCA45,SM,Snow Mass,101.Original,54822042,2018-12-17 12:46,2023-04-12 5:56
Snow - Stittsville,MVCA46,SM,Snow Mass,101.Original,54828042,2018-12-17 13:23,2023-03-30 8:55
Snow - High Falls,MVCA47,SM,Snow Mass,101.Original,54834042,2018-12-17 10:45,2023-03-30 10:45
Snow - Blakeney,MVCA32,SM,Snow Mass,102.Edited,44275042,2018-12-17 10:08,2023-03-30 7:41
Snow - Ardoch,MVCA31,SM,Snow Mass,102.Edited,54742042,2018-12-17 11:05,2023-04-12 7:11
Snow - Bon Echo,MVCA33,SM,Snow Mass,102.Edited,54751042,2018-12-17 12:04,2023-03-30 9:03
Snow - Brightside01,MVCA34,SM,Snow Mass,102.Edited,54757042,2018-12-17 16:32,2023-04-12 9:58
Snow - Brightside02,MVCA35,SM,Snow Mass,102.Edited,54763042,,
Snow - Buckshot Lake,MVCA36,SM,Snow Mass,102.Edited,54769042,2018-12-17 13:33,2023-04-12 8:22
Snow - Canonto Lake,MVCA37,SM,Snow Mass,102.Edited,54775042,2018-12-17 14:47,2023-04-12 9:00
Snow - Fallbrook,MVCA38,SM,Snow Mass,102.Edited,54781042,2018-12-17 11:57,2023-03-30 10:13
Snow - Gordon Rapids,MVCA39,SM,Snow Mass,102.Edited,54787042,2018-12-17 15:59,2023-04-12 9:38
Snow - Innisville,MVCA40,SM,Snow Mass,102.Edited,54793042,2018-12-17 14:15,2023-04-12 5:57
Snow - Kinburn,MVCA41,SM,Snow Mass,102.Edited,54799042,2018-12-17 11:07,2023-03-30 8:18
Snow - Lavant,MVCA42,SM,Snow Mass,102.Edited,54805042,2018-12-17 13:32,2023-04-12 9:17
Snow - Maberley,MVCA43,SM,Snow Mass,102.Edited,54811042,2018-12-17 9:36,2023-04-12 6:32
Snow - Mackavoy Lake,MVCA44,SM,Snow Mass,102.Edited,54817042,2018-12-17 12:48,2023-04-12 10:42
Snow - Snow Road,MVCA45,SM,Snow Mass,102.Edited,54823042,2018-12-17 12:46,2023-04-12 5:56
Snow - Stittsville,MVCA46,SM,Snow Mass,102.Edited,54829042,2018-12-17 13:23,2023-03-30 8:55
Snow - High Falls,MVCA47,SM,Snow Mass,102.Edited,54835042,2018-12-17 10:45,2023-03-30 10:45
Snow - Blakeney,MVCA32,SM,Snow Mass,140.Sample 01,44264042,2015-03-30 9:10,2023-03-30 7:41
Snow - Ardoch,MVCA31,SM,Snow Mass,140.Sample 01,54849042,2018-12-17 11:05,2023-04-12 7:11
Snow - Bon Echo,MVCA33,SM,Snow Mass,140.Sample 01,54869042,2018-12-17 12:04,2023-03-30 9:03
Snow - Brightside01,MVCA34,SM,Snow Mass,140.Sample 01,54889042,2018-12-17 16:32,2023-04-12 9:58
Snow - Brightside02,MVCA35,SM,Snow Mass,140.Sample 01,54909042,,
Snow - Buckshot Lake,MVCA36,SM,Snow Mass,140.Sample 01,54929042,2018-12-17 13:33,2023-04-12 8:22
Snow - Canonto Lake,MVCA37,SM,Snow Mass,140.Sample 01,54949042,2018-12-17 14:47,2023-04-12 9:00
Snow - Fallbrook,MVCA38,SM,Snow Mass,140.Sample 01,54969042,2018-12-17 11:57,2023-03-30 10:13
Snow - Gordon Rapids,MVCA39,SM,Snow Mass,140.Sample 01,54989042,2018-12-17 15:59,2023-04-12 9:38
Snow - Innisville,MVCA40,SM,Snow Mass,140.Sample 01,55009042,2018-12-17 14:15,2023-04-12 5:57
Snow - Kinburn,MVCA41,SM,Snow Mass,140.Sample 01,55029042,2018-12-17 11:07,2023-03-30 8:18
Snow - Lavant,MVCA42,SM,Snow Mass,140.Sample 01,55049042,2018-12-17 13:32,2023-04-12 9:17
Snow - Maberley,MVCA43,SM,Snow Mass,140.Sample 01,55069042,2018-12-17 9:36,2023-04-12 6:32
Snow - Mackavoy Lake,MVCA44,SM,Snow Mass,140.Sample 01,55089042,2018-12-17 12:48,2023-04-12 10:42
Snow - Snow Road,MVCA45,SM,Snow Mass,140.Sample 01,55109042,2018-12-17 12:46,2023-04-12 5:56
Snow - Stittsville,MVCA46,SM,Snow Mass,140.Sample 01,55129042,2018-12-17 13:23,2023-03-30 8:55
Snow - High Falls,MVCA47,SM,Snow Mass,140.Sample 01,55149042,2018-12-17 10:45,2023-03-30 10:45
Snow - Blakeney,MVCA32,SM,Snow Mass,141.Sample 02,44265042,2015-03-30 9:10,2023-03-30 7:41
Snow - Ardoch,MVCA31,SM,Snow Mass,141.Sample 02,54850042,2018-12-17 11:05,2023-03-30 8:16
Snow - Bon Echo,MVCA33,SM,Snow Mass,141.Sample 02,54870042,2018-12-17 12:04,2023-03-30 9:03
Snow - Brightside01,MVCA34,SM,Snow Mass,141.Sample 02,54890042,2018-12-17 16:32,2023-04-12 9:58
Snow - Brightside02,MVCA35,SM,Snow Mass,141.Sample 02,54910042,,
Snow - Buckshot Lake,MVCA36,SM,Snow Mass,141.Sample 02,54930042,2018-12-17 13:33,2023-04-12 8:22
Snow - Canonto Lake,MVCA37,SM,Snow Mass,141.Sample 02,54950042,2018-12-17 14:47,2023-03-30 10:54
Snow - Fallbrook,MVCA38,SM,Snow Mass,141.Sample 02,54970042,2018-12-17 11:57,2023-03-30 10:13
Snow - Gordon Rapids,MVCA39,SM,Snow Mass,141.Sample 02,54990042,2018-12-17 15:59,2023-04-12 9:38
Snow - Innisville,MVCA40,SM,Snow Mass,141.Sample 02,55010042,2018-12-17 14:15,2023-03-30 9:39
Snow - Kinburn,MVCA41,SM,Snow Mass,141.Sample 02,55030042,2018-12-17 11:07,2023-03-30 8:18
Snow - Lavant,MVCA42,SM,Snow Mass,141.Sample 02,55050042,2018-12-17 13:32,2023-03-30 11:51
Snow - Maberley,MVCA43,SM,Snow Mass,141.Sample 02,55070042,2018-12-17 9:36,2023-04-12 6:32
Snow - Mackavoy Lake,MVCA44,SM,Snow Mass,141.Sample 02,55090042,2018-12-17 12:48,2023-04-12 10:42
Snow - Snow Road,MVCA45,SM,Snow Mass,141.Sample 02,55110042,2018-12-17 12:46,2023-03-30 11:12
Snow - Stittsville,MVCA46,SM,Snow Mass,141.Sample 02,55130042,2018-12-17 13:23,2023-03-30 8:55
Snow - High Falls,MVCA47,SM,Snow Mass,141.Sample 02,55150042,2018-12-17 10:45,2023-03-30 10:45
Snow - Blakeney,MVCA32,SM,Snow Mass,142.Sample 03,44266042,2015-03-30 9:10,2023-03-30 7:41
Snow - Ardoch,MVCA31,SM,Snow Mass,142.Sample 03,54851042,2018-12-17 11:05,2023-03-30 8:16
Snow - Bon Echo,MVCA33,SM,Snow Mass,142.Sample 03,54871042,2018-12-17 12:04,2023-03-30 9:03
Snow - Brightside01,MVCA34,SM,Snow Mass,142.Sample 03,54891042,2018-12-17 16:32,2023-04-12 9:58
Snow - Brightside02,MVCA35,SM,Snow Mass,142.Sample 03,54911042,,
Snow - Buckshot Lake,MVCA36,SM,Snow Mass,142.Sample 03,54931042,2018-12-17 13:33,2023-04-12 8:22
Snow - Canonto Lake,MVCA37,SM,Snow Mass,142.Sample 03,54951042,2018-12-17 14:47,2023-03-30 10:54
Snow - Fallbrook,MVCA38,SM,Snow Mass,142.Sample 03,54971042,2018-12-17 11:57,2023-03-30 10:13
Snow - Gordon Rapids,MVCA39,SM,Snow Mass,142.Sample 03,54991042,2018-12-17 15:59,2023-04-12 9:38
Snow - Innisville,MVCA40,SM,Snow Mass,142.Sample 03,55011042,2018-12-17 14:15,2023-03-30 9:39
Snow - Kinburn,MVCA41,SM,Snow Mass,142.Sample 03,55031042,2018-12-17 11:07,2023-03-30 8:18
Snow - Lavant,MVCA42,SM,Snow Mass,142.Sample 03,55051042,2018-12-17 13:32,2023-03-30 11:51
Snow - Maberley,MVCA43,SM,Snow Mass,142.Sample 03,55071042,2018-12-17 9:36,2023-04-12 6:32
Snow - Mackavoy Lake,MVCA44,SM,Snow Mass,142.Sample 03,55091042,2018-12-17 12:48,2023-04-12 10:42
Snow - Snow Road,MVCA45,SM,Snow Mass,142.Sample 03,55111042,2018-12-17 12:46,2023-03-30 11:12
Snow - Stittsville,MVCA46,SM,Snow Mass,142.Sample 03,55131042,2018-12-17 13:23,2023-03-30 8:55
Snow - High Falls,MVCA47,SM,Snow Mass,142.Sample 03,55151042,2018-12-17 10:45,2023-03-30 10:45
Snow - Blakeney,MVCA32,SM,Snow Mass,143.Sample 04,44267042,2015-03-30 9:10,2023-03-30 7:41
Snow - Ardoch,MVCA31,SM,Snow Mass,143.Sample 04,54852042,2018-12-17 11:05,2023-03-30 8:16
Snow - Bon Echo,MVCA33,SM,Snow Mass,143.Sample 04,54872042,2018-12-17 12:04,2023-03-30 9:03
Snow - Brightside01,MVCA34,SM,Snow Mass,143.Sample 04,54892042,2018-12-17 16:32,2023-04-12 9:58
Snow - Brightside02,MVCA35,SM,Snow Mass,143.Sample 04,54912042,,
Snow - Buckshot Lake,MVCA36,SM,Snow Mass,143.Sample 04,54932042,2018-12-17 13:33,2023-04-12 8:22
Snow - Canonto Lake,MVCA37,SM,Snow Mass,143.Sample 04,54952042,2018-12-17 14:47,2023-03-30 10:54
Snow - Fallbrook,MVCA38,SM,Snow Mass,143.Sample 04,54972042,2018-12-17 11:57,2023-03-30 10:13
Snow - Gordon Rapids,MVCA39,SM,Snow Mass,143.Sample 04,54992042,2018-12-17 15:59,2023-04-12 9:38
Snow - Innisville,MVCA40,SM,Snow Mass,143.Sample 04,55012042,2018-12-17 14:15,2023-03-30 9:39
Snow - Kinburn,MVCA41,SM,Snow Mass,143.Sample 04,55032042,2018-12-17 11:07,2023-03-30 8:18
Snow - Lavant,MVCA42,SM,Snow Mass,143.Sample 04,55052042,2018-12-17 13:32,2023-03-30 11:51
Snow - Maberley,MVCA43,SM,Snow Mass,143.Sample 04,55072042,2018-12-17 9:36,2023-04-12 6:32
Snow - Mackavoy Lake,MVCA44,SM,Snow Mass,143.Sample 04,55092042,2018-12-17 12:48,2023-04-12 10:42
Snow - Snow Road,MVCA45,SM,Snow Mass,143.Sample 04,55112042,2018-12-17 12:46,2023-03-30 11:12
Snow - Stittsville,MVCA46,SM,Snow Mass,143.Sample 04,55132042,2018-12-17 13:23,2023-03-30 8:55
Snow - High Falls,MVCA47,SM,Snow Mass,143.Sample 04,55152042,2018-12-17 10:45,2023-03-30 10:45
Snow - Blakeney,MVCA32,SM,Snow Mass,144.Sample 05,44268042,2015-03-30 9:10,2023-03-30 7:41
Snow - Ardoch,MVCA31,SM,Snow Mass,144.Sample 05,54853042,2018-12-17 11:05,2023-03-30 8:16
Snow - Bon Echo,MVCA33,SM,Snow Mass,144.Sample 05,54873042,2018-12-17 12:04,2023-03-30 9:03
Snow - Brightside01,MVCA34,SM,Snow Mass,144.Sample 05,54893042,2018-12-17 16:32,2023-04-12 9:58
Snow - Brightside02,MVCA35,SM,Snow Mass,144.Sample 05,54913042,,
Snow - Buckshot Lake,MVCA36,SM,Snow Mass,144.Sample 05,54933042,2018-12-17 13:33,2023-04-12 8:22
Snow - Canonto Lake,MVCA37,SM,Snow Mass,144.Sample 05,54953042,2018-12-17 14:47,2023-03-30 10:54
Snow - Fallbrook,MVCA38,SM,Snow Mass,144.Sample 05,54973042,2018-12-17 11:57,2023-03-30 10:13
Snow - Gordon Rapids,MVCA39,SM,Snow Mass,144.Sample 05,54993042,2018-12-17 15:59,2023-04-12 9:38
Snow - Innisville,MVCA40,SM,Snow Mass,144.Sample 05,55013042,2018-12-17 14:15,2023-03-30 9:39
Snow - Kinburn,MVCA41,SM,Snow Mass,144.Sample 05,55033042,2018-12-17 11:07,2023-03-30 8:18
Snow - Lavant,MVCA42,SM,Snow Mass,144.Sample 05,55053042,2018-12-17 13:32,2023-03-30 11:51
Snow - Maberley,MVCA43,SM,Snow Mass,144.Sample 05,55073042,2018-12-17 9:36,2023-04-12 6:32
Snow - Mackavoy Lake,MVCA44,SM,Snow Mass,144.Sample 05,55093042,2018-12-17 12:48,2023-04-12 10:42
Snow - Snow Road,MVCA45,SM,Snow Mass,144.Sample 05,55113042,2018-12-17 12:46,2023-03-30 11:12
Snow - Stittsville,MVCA46,SM,Snow Mass,144.Sample 05,55133042,2018-12-17 13:23,2023-03-30 8:55
Snow - High Falls,MVCA47,SM,Snow Mass,144.Sample 05,55153042,2018-12-17 10:45,2023-03-30 10:45
Snow - Blakeney,MVCA32,SM,Snow Mass,145.Sample 06,44269042,2015-03-30 9:10,2023-03-30 7:41
Snow - Ardoch,MVCA31,SM,Snow Mass,145.Sample 06,54854042,2018-12-17 11:05,2023-03-30 8:16
Snow - Bon Echo,MVCA33,SM,Snow Mass,145.Sample 06,54874042,2018-12-17 12:04,2023-03-30 9:03
Snow - Brightside01,MVCA34,SM,Snow Mass,145.Sample 06,54894042,2018-12-17 16:32,2023-04-12 9:58
Snow - Brightside02,MVCA35,SM,Snow Mass,145.Sample 06,54914042,,
Snow - Buckshot Lake,MVCA36,SM,Snow Mass,145.Sample 06,54934042,2018-12-17 13:33,2023-04-12 8:22
