Station,Stn No.,Type,Parameter,TS Name,TS ID,From,To
Gauge - Crotch Lake,MVCA5,Cell Volts,Voltage - battery,01.Original,434042,2007-10-01 0:00,2015-07-14 10:00
Gauge - Carp River at Richardson,MVCA11,HD,Cell End,101.Original,37035042,2017-03-02 0:00,2019-02-20 21:00
Gauge - Poole Creek at Maple Grove,MVCA12,HD,Cell End,101.Original,37066042,2017-05-09 7:45,2020-10-27 14:00
Gauge - Carp River at Richardson,MVCA11,HD,Cell End,102.Edited,37036042,2017-03-02 0:00,2019-02-20 21:00
Gauge - Poole Creek at Maple Grove,MVCA12,HD,Cell End,102.Edited,37067042,2017-05-09 7:45,2020-10-27 14:00
Gauge - Ottawa River at Britannia,02KF005,HG,Stage,01. Original,36885042,1982-06-01 10:30,2023-06-15 13:35
Ottawa River at Britannia,02KF005,HG,Stage,01.Original,2247042,1982-06-01 10:30,2023-06-15 13:35
Graham Creek at Nepean,02KF015,HG,Stage,01.Original,2261042,2013-06-30 23:00,2019-06-02 18:30
Gauge - Ottawa River at Britannia,02KF005,HG,Stage,02. Editable,44564042,1982-06-01 10:30,2023-06-15 13:35
Ottawa River at Britannia,02KF005,HG,Stage,02.Edit,21327042,1982-06-02 0:00,2023-06-15 13:35
Graham Creek at Nepean,02KF015,HG,Stage,02.Production,2536042,2013-06-30 23:00,2019-06-02 18:30
Graham Creek at Nepean,02KF015,HG,Stage,03.DayMean,10325042,2013-06-30 0:00,2019-06-02 0:00
Ottawa River at Britannia,02KF005,HG,Stage,03.DayMean,21335042,1982-06-01 0:00,2023-06-16 0:00
Ottawa River at Britannia,02KF005,HG,Stage,04.Hourly,21331042,1982-06-02 0:00,2023-06-15 12:00
Ottawa River at Britannia,02KF005,HG,Stage,04.Hourly.MAX,58179042,1982-06-02 0:00,2023-06-15 14:00
Ottawa River at Britannia,02KF005,HG,Stage,06.5 Flood Indicator Rollout,12249042,1900-01-02 0:00,2073-12-31 0:00
Ottawa River at Britannia,02KF005,HG,Stage,06.Flood Indicator,12029042,2014-01-01 0:00,2014-12-31 0:00
Ottawa River at Britannia,02KF005,HG,Stage,07.5 Flood Threshold Rollout,12250042,1900-01-02 0:00,2073-12-31 0:00
Ottawa River at Britannia,02KF005,HG,Stage,07.Flood Threshold,12030042,2014-01-01 0:00,2014-12-31 0:00
Ottawa River at Britannia,02KF005,HG,Stage,08.100 year flood,12031042,2014-01-01 0:00,2014-12-31 0:00
Ottawa River at Britannia,02KF005,HG,Stage,08.5 100 year flood Rollout,12251042,1900-01-02 0:00,2073-12-31 0:00
Ottawa River at Britannia,02KF005,HG,Stage,08.HistoricNormal_10PCTL_Daily,62216042,1982-06-02 0:00,2023-06-16 0:00
Ottawa River at Britannia,02KF005,HG,Stage,08.HistoricNormal_5PCTL_Daily,62217042,1982-06-02 0:00,2023-06-16 0:00
Ottawa River at Britannia,02KF005,HG,Stage,08.HistoricNormal_90PCTL_Daily,62218042,1982-06-02 0:00,2023-06-16 0:00
Ottawa River at Britannia,02KF005,HG,Stage,08.HistoricNormal_95PCTL_Daily,62219042,1982-06-02 0:00,2023-06-16 0:00
Ottawa River at Britannia,02KF005,HG,Stage,09.HistoricNormal_LowerQuartile_Daily,58180042,1982-06-02 0:00,2023-06-16 0:00
Ottawa River at Britannia,02KF005,HG,Stage,09.HistoricNormal_Mean_Daily,58181042,1982-06-02 0:00,2023-06-16 0:00
Ottawa River at Britannia,02KF005,HG,Stage,09.HistoricNormal_Median_Daily,59673042,1982-06-02 0:00,2023-06-16 0:00
Ottawa River at Britannia,02KF005,HG,Stage,09.HistoricNormal_UpperQuartile_Daily,58182042,1982-06-02 0:00,2023-06-16 0:00
Ottawa River at Britannia,02KF005,HG,Stage,10.Delta_24HR,62204042,2016-09-02 0:00,2023-06-15 12:00
Gauge - Buckshot Creek near Plevna,02KF017,HG,Stage,101.Original,50042,1994-03-07 12:00,2023-06-15 12:40
Gauge - Shabomeka Lake,MVCA1,HG,Stage,101.Original,352042,1994-09-03 0:00,2023-06-15 13:00
Gauge - Mazinaw Lake,MVCA2,HG,Stage,101.Original,353042,1994-04-28 0:00,2023-06-12 10:00
Gauge - Kashwakamak Lake,MVCA3,HG,Stage,101.Original,356042,1993-12-13 0:00,2023-06-15 13:00
Gauge - Big Gull Lake,MVCA4,HG,Stage,101.Original,359042,1994-12-01 0:00,2023-06-15 13:00
Gauge - Crotch Lake,MVCA5,HG,Stage,101.Original,362042,1991-10-30 0:00,2015-07-14 10:00
Gauge - Palmerston Lake,MVCA6,HG,Stage,101.Original,364042,2000-01-13 11:00,2023-06-15 13:00
Gauge - Lanark,MVCA7,HG,Stage,101.Original,365042,2011-12-28 0:00,2023-06-15 13:10
Gauge - Mississippi Lake,MVCA8,HG,Stage,101.Original,370042,2002-02-01 1:00,2023-06-15 13:00
Gauge - Carleton Place Dam,MVCA9,HG,Stage,101.Original,371042,2008-11-18 0:00,2023-06-15 13:00
Gauge - Carp River near Kinburn,02KF011,HG,Stage,101.Original,376042,1972-01-01 0:00,2023-06-15 12:40
Gauge - Clyde River at Gordon Rapids,02KF013,HG,Stage,101.Original,380042,1985-04-11 0:00,2023-06-15 12:40
Gauge - Clyde River near Lanark,02KF010,HG,Stage,101.Original,384042,1991-01-01 0:00,2023-06-15 12:40
Gauge - Fall River at outlet Bennett Lake,02KF018,HG,Stage,101.Original,389042,1974-09-17 11:00,2023-06-13 15:30
Gauge - Indian River near Blakeney,02KF012,HG,Stage,101.Original,393042,1993-01-01 0:00,2023-06-15 12:40
Gauge - Mississippi River at Appleton,02KF006,HG,Stage,101.Original,397042,1972-04-15 0:00,2023-06-15 12:45
Gauge - Mississippi River at outlet Dalhousie Lake,02KF019,HG,Stage,101.Original,402042,2011-12-01 0:00,2023-06-13 15:30
Gauge - Mississippi River at Ferguson Falls,02KF001,HG,Stage,101.Original,406042,1985-01-01 0:00,2023-06-15 12:40
Gauge - Mississippi River below Marble Lake,02KF016,HG,Stage,101.Original,410042,1986-03-09 0:00,2023-06-15 12:35
Gauge - Fall River at outlet Sharbot Lake,02KF020,HG,Stage,101.Original,414042,2010-01-01 0:00,2023-06-13 15:35
Gauge - Carp River at Maple Grove,MVCA10,HG,Stage,101.Original,415042,2016-02-29 4:00,2020-10-20 5:00
Gauge - Carp River at Richardson,MVCA11,HG,Stage,101.Original,416042,2017-03-02 0:00,2019-02-20 21:00
Gauge - Mississagagon Lake,MVCA14,HG,Stage,101.Original,1996042,2013-02-18 0:00,2023-06-15 13:00
Gauge - Crotch Lake GOES,MVCA20,HG,Stage,101.Original,12521042,1950-10-05 0:00,2023-06-15 11:12
Gauge - Mississippi River at outlet Farm Lake,MVCA22,HG,Stage,101.Original,32303042,2015-11-20 13:00,2023-06-15 13:00
Gauge - Canonto Lake,MVCA13,HG,Stage,101.Original,36587042,2016-11-16 0:00,2023-06-15 13:00
Gauge - Poole Creek at Maple Grove,MVCA12,HG,Stage,101.Original,37050042,2017-05-03 14:00,2020-10-27 14:00
Gauge - Widow Lake,MVCA17,HG,Stage,101.Original,37159042,2017-09-15 11:00,2023-06-15 13:00
Gauge - Mississippi River at Galetta,MVCA15,HG,Stage,101.Original,37171042,,
Gauge - Little Marble Lake,MVCA16,HG,Stage,101.Original,39450042,,
Gauge - Mississippi River at Ardoch Bridge,MVCA19,HG,Stage,101.Original,39455042,,
Gauge - Buckshot Lake,MVCA25,HG,Stage,101.Original,39470042,2022-08-02 10:00,2023-06-15 13:00
Gauge - Mississippi River at High Falls,MVCA26,HG,Stage,101.Original,39475042,1950-10-01 0:00,2020-11-30 0:00
Gauge - Mosque Lake,MVCA30,HG,Stage,101.Original,39480042,2020-11-01 0:00,2023-06-15 12:59
Gauge - Silver Lake,MVCA28,HG,Stage,101.Original,39494042,2020-11-03 0:00,2023-06-15 13:00
Gauge - Clayton Lake,MVCA29,HG,Stage,101.Original,39504042,,
Gauge - Ottawa River at Constance Bay,MVCA50,HG,Stage,101.Original,48241042,2018-12-20 13:00,2023-06-15 13:00
Gauge - Malcolm Lake,MVCA23,HG,Stage,101.Original,49817042,2010-04-05 0:00,2023-05-26 5:00
Gauge - Pine Lake,MVCA24,HG,Stage,101.Original,49829042,2020-11-06 13:00,2023-06-15 12:59
Gauge - Summit Lake,MVCA27,HG,Stage,101.Original,52424042,2019-07-20 9:00,2023-06-15 12:00
Gauge - Big Gull Lake Dam,MVCA48,HG,Stage,101.Original,55264042,,
Gauge - Carleton Place Dam Arduino Datalogger,MVCA9X,HG,Stage,101.Original,78832042,2022-08-19 20:00,2023-06-15 13:00
Gauge - Carp River at Hazeldean Rd,MVCA51,HG,Stage,101.Original,79549042,2022-12-07 10:20,2023-04-11 13:02
Gauge - Carp River at Palladium Dr,MVCA52,HG,Stage,101.Original,79649042,2022-12-07 10:50,2023-05-22 10:55
Gauge - Carp River at Conservation Area,MVCA53,HG,Stage,101.Original,79711042,2022-12-07 11:30,2023-05-22 10:41
Gauge - Clayton Lake at Dam,WISKI-0321,HG,Stage,101.Original,80189042,2018-11-06 15:15,2023-06-15 18:30
Gauge - Ottawa River at Britannia,02KF005,HG,Stage,101.Original,80488042,1986-07-09 0:59,2023-06-15 17:35
Gauge - Lanark Dam,MVCA18,HG,Stage,101.Original,80661042,2022-05-01 7:15,2023-06-15 12:40
Gauge - Carp River near Kinburn,02KF011,HG,Stage,102. Edited,1387042,1972-01-01 0:00,2023-06-15 12:40
Gauge - Kashwakamak Lake,MVCA3,HG,Stage,102.Edited,1358042,1993-12-13 0:00,2023-06-15 13:00
Gauge - Mississippi River at Ferguson Falls,02KF001,HG,Stage,102.Edited,1384042,1985-01-01 0:00,2023-06-15 12:40
Gauge - Mississippi River at Appleton,02KF006,HG,Stage,102.Edited,1385042,2011-12-27 0:00,2020-07-13 9:45
Gauge - Clyde River near Lanark,02KF010,HG,Stage,102.Edited,1386042,1991-01-01 0:00,2023-06-15 12:40
Gauge - Indian River near Blakeney,02KF012,HG,Stage,102.Edited,1388042,1993-01-01 0:00,2023-06-15 12:40
Gauge - Clyde River at Gordon Rapids,02KF013,HG,Stage,102.Edited,1389042,1985-04-11 0:00,2023-06-15 12:40
Gauge - Buckshot Creek near Plevna,02KF017,HG,Stage,102.Edited,1391042,1994-03-07 12:00,2023-06-15 12:40
Gauge - Fall River at outlet Bennett Lake,02KF018,HG,Stage,102.Edited,1392042,1974-09-17 11:00,2023-06-13 15:30
Gauge - Mississippi River at outlet Dalhousie Lake,02KF019,HG,Stage,102.Edited,1393042,2011-12-01 0:00,2023-06-13 15:30
Gauge - Fall River at outlet Sharbot Lake,02KF020,HG,Stage,102.Edited,1394042,2010-01-01 0:00,2023-06-13 15:35
Gauge - Shabomeka Lake,MVCA1,HG,Stage,102.Edited,1395042,1994-09-03 0:00,2023-06-15 13:00
Gauge - Carp River at Maple Grove,MVCA10,HG,Stage,102.Edited,1396042,2016-02-29 4:00,2020-10-20 5:00
Gauge - Carp River at Richardson,MVCA11,HG,Stage,102.Edited,1397042,2017-03-02 0:00,2019-02-20 16:30
Gauge - Mazinaw Lake,MVCA2,HG,Stage,102.Edited,1399042,1994-04-28 0:00,2023-06-12 10:00
Gauge - Big Gull Lake,MVCA4,HG,Stage,102.Edited,1400042,1994-12-01 0:00,2023-06-15 13:00
Gauge - Crotch Lake,MVCA5,HG,Stage,102.Edited,1401042,1991-10-30 0:00,2015-07-14 10:00
Gauge - Palmerston Lake,MVCA6,HG,Stage,102.Edited,1402042,2000-01-13 11:00,2023-06-15 13:00
Gauge - Lanark,MVCA7,HG,Stage,102.Edited,1403042,2011-12-28 0:00,2023-06-15 13:10
Gauge - Mississippi Lake,MVCA8,HG,Stage,102.Edited,1404042,2002-02-01 1:00,2023-06-15 13:00
Gauge - Carleton Place Dam,MVCA9,HG,Stage,102.Edited,1405042,2008-11-18 0:00,2023-06-15 13:00
Gauge - Mississippi River below Marble Lake,02KF016,HG,Stage,102.Edited,1840042,1986-03-09 0:00,2023-06-15 12:35
Gauge - Mississagagon Lake,MVCA14,HG,Stage,102.Edited,2511042,2013-02-18 0:00,2023-06-15 13:00
Gauge - Crotch Lake GOES,MVCA20,HG,Stage,102.Edited,16468042,1950-10-04 23:47,2023-06-15 10:59
Gauge - Mississippi River at outlet Farm Lake,MVCA22,HG,Stage,102.Edited,32304042,2015-11-20 13:00,2023-06-15 13:00
Gauge - Canonto Lake,MVCA13,HG,Stage,102.Edited,36589042,2016-11-16 0:00,2023-06-15 13:00
Gauge - Poole Creek at Maple Grove,MVCA12,HG,Stage,102.Edited,37051042,2017-05-03 13:00,2020-10-27 14:00
Gauge - Widow Lake,MVCA17,HG,Stage,102.Edited,37160042,2017-09-15 11:00,2023-06-15 13:00
Gauge - Mississippi River at Galetta,MVCA15,HG,Stage,102.Edited,37173042,,
Gauge - Little Marble Lake,MVCA16,HG,Stage,102.Edited,39451042,,
Gauge - Mississippi River at Ardoch Bridge,MVCA19,HG,Stage,102.Edited,39456042,,
Gauge - Buckshot Lake,MVCA25,HG,Stage,102.Edited,39471042,2022-08-02 10:00,2023-06-15 13:00
Gauge - Mississippi River at High Falls,MVCA26,HG,Stage,102.Edited,39476042,1950-10-01 0:00,2020-11-30 0:00
Gauge - Mosque Lake,MVCA30,HG,Stage,102.Edited,39481042,2020-11-01 0:00,2023-06-15 12:59
Gauge - Silver Lake,MVCA28,HG,Stage,102.Edited,39495042,2020-11-03 0:00,2023-06-15 13:00
Gauge - Clayton Lake,MVCA29,HG,Stage,102.Edited,39505042,,
Gauge - Ottawa River at Constance Bay,MVCA50,HG,Stage,102.Edited,48242042,2018-12-20 13:00,2023-06-15 13:00
Gauge - Malcolm Lake,MVCA23,HG,Stage,102.Edited,49818042,2010-04-05 0:00,2023-05-26 5:00
Gauge - Pine Lake,MVCA24,HG,Stage,102.Edited,49830042,2020-11-06 13:00,2023-06-15 12:59
Gauge - Summit Lake,MVCA27,HG,Stage,102.Edited,52426042,2019-07-20 9:00,2023-06-15 12:00
Gauge - Big Gull Lake Dam,MVCA48,HG,Stage,102.Edited,55265042,,
Gauge - Carleton Place Dam Arduino Datalogger,MVCA9X,HG,Stage,102.Edited,78833042,2022-08-19 20:00,2023-06-15 13:00
Gauge - Carp River at Hazeldean Rd,MVCA51,HG,Stage,102.Edited,79550042,2022-12-07 10:20,2023-04-11 13:02
Gauge - Carp River at Palladium Dr,MVCA52,HG,Stage,102.Edited,79650042,2022-12-07 10:50,2023-05-22 10:55
Gauge - Carp River at Conservation Area,MVCA53,HG,Stage,102.Edited,79712042,2022-12-07 11:30,2023-05-22 10:41
Gauge - Clayton Lake at Dam,WISKI-0321,HG,Stage,102.Edited,80190042,2018-11-06 15:15,2023-06-15 15:30
Gauge - Ottawa River at Britannia,02KF005,HG,Stage,102.Edited,80489042,1986-07-09 0:59,2023-06-15 17:35
Gauge - Lanark Dam,MVCA18,HG,Stage,102.Edited,80686042,2022-05-01 7:15,2023-06-15 12:40
Gauge - Fall River at outlet Sharbot Lake,02KF020,HG,Stage,103.WscHistorical,54683042,2003-04-28 0:00,2018-12-31 0:00
Gauge - Mississippi River at outlet Dalhousie Lake,02KF019,HG,Stage,103.WscHistorical,54684042,2003-04-03 0:00,2017-12-31 0:00
Gauge - Fall River at outlet Bennett Lake,02KF018,HG,Stage,103.WscHistorical,54686042,2003-01-15 0:00,2018-12-31 0:00
Gauge - Fall River at outlet Bennett Lake,02KF018,HG,Stage,104.WscData,54674042,2019-09-26 0:00,2022-01-25 8:30
Gauge - Mississippi River at outlet Dalhousie Lake,02KF019,HG,Stage,104.WscData,54677042,2019-09-26 0:00,2022-01-25 8:30
Gauge - Fall River at outlet Sharbot Lake,02KF020,HG,Stage,104.WscData,54678042,2019-09-26 0:00,2022-01-25 8:35
Gauge - Fall River at outlet Bennett Lake,02KF018,HG,Stage,105.Public,54707042,2003-01-15 0:00,2023-06-13 15:30
Gauge - Mississippi River at outlet Dalhousie Lake,02KF019,HG,Stage,105.Public,54708042,2003-04-03 0:00,2023-06-13 15:30
Gauge - Fall River at outlet Sharbot Lake,02KF020,HG,Stage,105.Public,54709042,2003-04-28 0:00,2023-06-13 15:35
Gauge - Fall River at outlet Sharbot Lake,02KF020,HG,Stage,106.ResLVL,2684042,2000-05-27 0:00,2023-06-13 15:35
Gauge - Fall River at outlet Bennett Lake,02KF018,HG,Stage,106.ResLVL,39191042,1974-09-17 11:00,2023-06-13 15:30
Gauge - Mississippi River at outlet Dalhousie Lake,02KF019,HG,Stage,106.ResLVL,54679042,2011-12-01 0:00,2023-06-13 15:30
Ottawa River at Britannia,02KF005,HG,Stage,11.ORRC_FORECAST,80389042,1982-06-01 10:30,2023-06-15 13:35
Gauge - Mazinaw Lake,MVCA2,HG,Stage,111.Original Staff,39424042,2016-06-10 10:10,2023-06-05 9:55
Gauge - Mississagagon Lake,MVCA14,HG,Stage,111.Original Staff,39426042,2000-01-07 12:50,2023-05-18 15:12
Gauge - Big Gull Lake,MVCA4,HG,Stage,111.Original Staff,39428042,2016-06-10 8:30,2023-05-29 12:58
Gauge - Canonto Lake,MVCA13,HG,Stage,111.Original Staff,39430042,2000-01-05 13:25,2023-06-08 11:01
Gauge - Carleton Place Dam,MVCA9,HG,Stage,111.Original Staff,39432042,2016-06-13 8:00,2023-05-31 7:28
Gauge - Crotch Lake GOES,MVCA20,HG,Stage,111.Original Staff,39434042,2009-08-11 9:30,2023-05-26 13:26
Gauge - Fall River at outlet Sharbot Lake,02KF020,HG,Stage,111.Original Staff,39436042,2016-06-10 8:00,2020-06-26 11:01
Gauge - Kashwakamak Lake,MVCA3,HG,Stage,111.Original Staff,39437042,2016-06-10 9:10,2023-06-01 11:53
Gauge - Lanark,MVCA7,HG,Stage,111.Original Staff,39438042,2016-06-03 6:30,2023-06-08 8:17
Gauge - Mississippi River at Almonte Bridge,MVCA21,HG,Stage,111.Original Staff,39440042,2006-07-13 8:15,2020-08-17 14:47
Gauge - Mississippi River at outlet Dalhousie Lake,02KF019,HG,Stage,111.Original Staff,39442042,2016-06-10 7:30,2022-03-18 9:39
Gauge - Mississippi River at outlet Farm Lake,MVCA22,HG,Stage,111.Original Staff,39444042,2008-08-21 10:10,2022-10-27 12:12
Gauge - Palmerston Lake,MVCA6,HG,Stage,111.Original Staff,39446042,2016-06-14 9:30,2023-06-08 10:50
Gauge - Shabomeka Lake,MVCA1,HG,Stage,111.Original Staff,39448042,2016-06-10 10:00,2023-06-05 9:36
Gauge - Widow Lake,MVCA17,HG,Stage,111.Original Staff,39449042,2000-01-05 12:05,2023-05-08 9:17
Gauge - Little Marble Lake,MVCA16,HG,Stage,111.Original Staff,39453042,2006-06-26 11:15,2023-05-29 11:00
Gauge - Mississippi River at Ardoch Bridge,MVCA19,HG,Stage,111.Original Staff,39458042,2006-10-12 12:00,2022-04-04 12:18
Gauge - Malcolm Lake,MVCA23,HG,Stage,111.Original Staff,39463042,2000-01-07 12:30,2022-09-20 9:20
Gauge - Pine Lake,MVCA24,HG,Stage,111.Original Staff,39468042,2000-01-07 12:24,2023-05-10 13:43
Gauge - Buckshot Lake,MVCA25,HG,Stage,111.Original Staff,39473042,2000-01-07 14:35,2022-08-03 11:58
Gauge - Mississippi River at High Falls,MVCA26,HG,Stage,111.Original Staff,39478042,2016-05-13 9:15,2023-05-23 13:23
Gauge - Mosque Lake,MVCA30,HG,Stage,111.Original Staff,39483042,2016-06-03 10:45,2022-11-18 14:40
Gauge - Fall River at outlet Bennett Lake,02KF018,HG,Stage,111.Original Staff,39485042,2016-06-10 7:15,2022-04-04 10:24
Gauge - Summit Lake,MVCA27,HG,Stage,111.Original Staff,39492042,2017-04-20 10:30,2023-04-11 14:02
Gauge - Silver Lake,MVCA28,HG,Stage,111.Original Staff,39497042,2008-08-06 10:00,2020-06-26 10:47
Gauge - Lanark Dam,MVCA18,HG,Stage,111.Original Staff,39502042,2016-06-10 7:00,2023-06-08 8:26
Gauge - Clayton Lake,MVCA29,HG,Stage,111.Original Staff,39507042,2000-01-07 10:05,2020-06-26 18:02
Gauge - Big Gull Lake Dam,MVCA48,HG,Stage,111.Original Staff,42774042,2019-10-15 10:22,2023-05-29 12:58
Gauge - Ottawa River at Constance Bay,MVCA50,HG,Stage,111.Original Staff,48244042,,
Gauge - Carleton Place Dam Arduino Datalogger,MVCA9X,HG,Stage,111.Original Staff,78838042,,
Gauge - Carp River at Hazeldean Rd,MVCA51,HG,Stage,111.Original Staff,79555042,,
Gauge - Carp River at Palladium Dr,MVCA52,HG,Stage,111.Original Staff,79655042,,
Gauge - Carp River at Conservation Area,MVCA53,HG,Stage,111.Original Staff,79717042,,
Gauge - Carp River near Kinburn,02KF011,HG,Stage,111.Original Staff,79773042,,
Gauge - Clyde River at Gordon Rapids,02KF013,HG,Stage,111.Original Staff,79939042,,
Gauge - Clyde River near Lanark,02KF010,HG,Stage,111.Original Staff,80001042,,
Gauge - Clayton Lake at Dam,WISKI-0321,HG,Stage,111.Original Staff,80195042,,
Gauge - Ottawa River at Britannia,02KF005,HG,Stage,111.Original Staff,80494042,,
Gauge - Mazinaw Lake,MVCA2,HG,Stage,112.Edited Staff,39425042,2016-06-10 10:10,2023-06-05 9:55
Gauge - Mississagagon Lake,MVCA14,HG,Stage,112.Edited Staff,39427042,2000-01-07 12:50,2023-05-18 15:12
Gauge - Big Gull Lake,MVCA4,HG,Stage,112.Edited Staff,39429042,2016-06-10 8:30,2023-05-29 12:58
Gauge - Canonto Lake,MVCA13,HG,Stage,112.Edited Staff,39431042,2000-01-05 13:25,2023-06-08 11:01
Gauge - Carleton Place Dam,MVCA9,HG,Stage,112.Edited Staff,39433042,2016-06-13 8:00,2023-05-31 7:28
Gauge - Crotch Lake GOES,MVCA20,HG,Stage,112.Edited Staff,39435042,2009-08-11 9:30,2023-05-26 13:26
Gauge - Lanark,MVCA7,HG,Stage,112.Edited Staff,39439042,2016-06-03 6:30,2023-06-08 8:17
Gauge - Mississippi River at Almonte Bridge,MVCA21,HG,Stage,112.Edited Staff,39441042,2006-07-13 8:15,2020-08-17 14:47
Gauge - Mississippi River at outlet Dalhousie Lake,02KF019,HG,Stage,112.Edited Staff,39443042,2016-06-10 7:30,2022-03-18 9:39
Gauge - Mississippi River at outlet Farm Lake,MVCA22,HG,Stage,112.Edited Staff,39445042,2008-08-21 10:10,2022-10-27 12:12
Gauge - Palmerston Lake,MVCA6,HG,Stage,112.Edited Staff,39447042,2016-06-14 9:30,2023-06-08 10:50
Gauge - Little Marble Lake,MVCA16,HG,Stage,112.Edited Staff,39454042,2006-06-26 11:15,2023-05-29 11:00
Gauge - Mississippi River at Ardoch Bridge,MVCA19,HG,Stage,112.Edited Staff,39459042,2006-10-12 12:00,2022-04-04 12:18
Gauge - Malcolm Lake,MVCA23,HG,Stage,112.Edited Staff,39464042,2000-01-07 12:30,2022-09-20 9:20
Gauge - Pine Lake,MVCA24,HG,Stage,112.Edited Staff,39469042,2000-01-07 12:24,2023-05-10 13:43
Gauge - Buckshot Lake,MVCA25,HG,Stage,112.Edited Staff,39474042,2000-01-07 14:35,2022-08-03 11:58
Gauge - Mississippi River at High Falls,MVCA26,HG,Stage,112.Edited Staff,39479042,2016-05-13 9:15,2023-05-23 13:23
Gauge - Mosque Lake,MVCA30,HG,Stage,112.Edited Staff,39484042,2016-06-03 10:45,2022-11-18 14:40
Gauge - Fall River at outlet Bennett Lake,02KF018,HG,Stage,112.Edited Staff,39486042,2016-06-10 7:15,2022-04-04 10:24
Gauge - Fall River at outlet Sharbot Lake,02KF020,HG,Stage,112.Edited Staff,39487042,2016-06-10 8:00,2020-06-26 11:01
Gauge - Kashwakamak Lake,MVCA3,HG,Stage,112.Edited Staff,39488042,2016-06-10 9:10,2023-06-01 11:53
Gauge - Summit Lake,MVCA27,HG,Stage,112.Edited Staff,39493042,2017-04-20 10:30,2023-04-11 14:02
Gauge - Silver Lake,MVCA28,HG,Stage,112.Edited Staff,39498042,2008-08-06 10:00,2020-06-26 10:47
Gauge - Lanark Dam,MVCA18,HG,Stage,112.Edited Staff,39503042,2016-06-10 7:00,2023-06-08 8:26
Gauge - Clayton Lake,MVCA29,HG,Stage,112.Edited Staff,39508042,2000-01-07 10:05,2020-06-26 18:02
Gauge - Shabomeka Lake,MVCA1,HG,Stage,112.Edited Staff,39509042,2016-06-10 10:00,2023-06-05 9:36
Gauge - Widow Lake,MVCA17,HG,Stage,112.Edited Staff,39510042,2000-01-05 12:05,2023-05-08 9:17
Gauge - Big Gull Lake Dam,MVCA48,HG,Stage,112.Edited Staff,42775042,2019-10-15 10:22,2023-05-29 12:58
Gauge - Ottawa River at Constance Bay,MVCA50,HG,Stage,112.Edited Staff,48245042,,
Gauge - Carleton Place Dam Arduino Datalogger,MVCA9X,HG,Stage,112.Edited Staff,78839042,,
Gauge - Carp River at Hazeldean Rd,MVCA51,HG,Stage,112.Edited Staff,79556042,,
Gauge - Carp River at Palladium Dr,MVCA52,HG,Stage,112.Edited Staff,79656042,,
Gauge - Carp River at Conservation Area,MVCA53,HG,Stage,112.Edited Staff,79718042,,
Gauge - Carp River near Kinburn,02KF011,HG,Stage,112.Edited Staff,79774042,,
Gauge - Clyde River at Gordon Rapids,02KF013,HG,Stage,112.Edited Staff,79940042,,
Gauge - Clyde River near Lanark,02KF010,HG,Stage,112.Edited Staff,80002042,,
Gauge - Clayton Lake at Dam,WISKI-0321,HG,Stage,112.Edited Staff,80196042,,
Gauge - Ottawa River at Britannia,02KF005,HG,Stage,112.Edited Staff,80495042,,
Gauge - Silver Lake,MVCA28,HG,Stage,113.Edited Staff Stage,41865042,2008-08-06 10:00,2020-06-26 10:47
Gauge - Mosque Lake,MVCA30,HG,Stage,113.Edited Staff Stage,41866042,2016-06-03 10:45,2022-11-18 14:40
Gauge - Summit Lake,MVCA27,HG,Stage,113.Edited Staff Stage,41867042,2017-04-20 10:30,2023-04-11 14:02
Gauge - Clyde River at Gordon Rapids,02KF013,HG,Stage,121.Three-Point-Shift,54432042,2019-02-10 10:00,2019-02-10 10:00
Gauge - Carp River near Kinburn,02KF011,HG,Stage,121.Three-Point-Shift,54533042,2019-03-29 12:32,2019-03-29 12:32
Gauge - Fall River at outlet Bennett Lake,02KF018,HG,Stage,121.Three-Point-Shift,54534042,2019-04-24 12:13,2019-04-24 12:13
Gauge - Mississippi River at outlet Dalhousie Lake,02KF019,HG,Stage,121.Three-Point-Shift,54535042,1990-01-01 9:31,1990-01-01 9:31
Gauge - Mississippi River at Ferguson Falls,02KF001,HG,Stage,121.Three-Point-Shift,54536042,,
Gauge - Mississippi River at Appleton,02KF006,HG,Stage,121.Three-Point-Shift,54537042,,
Gauge - Clyde River near Lanark,02KF010,HG,Stage,121.Three-Point-Shift,54538042,,
Gauge - Indian River near Blakeney,02KF012,HG,Stage,121.Three-Point-Shift,54539042,,
Gauge - Mississippi River below Marble Lake,02KF016,HG,Stage,121.Three-Point-Shift,54540042,,
Gauge - Buckshot Creek near Plevna,02KF017,HG,Stage,121.Three-Point-Shift,54541042,,
Gauge - Clyde River at Gordon Rapids,02KF013,HG,Stage,122.ShiftCorrection,54422042,1985-04-11 0:00,2023-06-15 12:40
Gauge - Mississippi River at Ferguson Falls,02KF001,HG,Stage,122.ShiftCorrection,54542042,1985-01-01 0:00,2023-06-15 12:40
Gauge - Mississippi River at Appleton,02KF006,HG,Stage,122.ShiftCorrection,54543042,2011-12-27 0:00,2020-07-13 9:45
Gauge - Clyde River near Lanark,02KF010,HG,Stage,122.ShiftCorrection,54544042,1991-01-01 0:00,2023-06-15 12:40
Gauge - Indian River near Blakeney,02KF012,HG,Stage,122.ShiftCorrection,54545042,1993-01-01 0:00,2023-06-15 12:40
